dataset,attack,layer,acc_clean,acc_adv,acc_drop,evasion,f1_before,f1_after,tpr_before,tpr_after,fpr_before,fpr_after,auc_before,auc_after,ap_before,ap_after,f1_drop,auc_drop,precision_drop,recall_drop,drop_severity,l2_mean,l2_max,linf_mean,linf_max,pct_unchanged,n_truly_fooled,n_pred_changed,pct_pred_changed,pct_truly_fooled
cicids2017,C&W L2  c=1.0,detection,0.9997,0.6852,0.3145,0.7469,0.9997,0.6916,0.9993,0.2524,0.0,0.0343,1.0,0.9595,1.0,0.3352,0.3081,0.0405,0.2958,0.3145,CRITICAL,4.4061970710754395,4.472133636474609,0.5,0.5000004768371582,0.0,8933,8939,0.3147,0.3145
cicids2017,C&W L2  c=1.0,siem,0.9558,0.71,0.2458,0.5249,0.9427,0.6776,0.8987,0.3738,0.0053,0.0438,1.0,0.9559,1.0,0.4312,0.2651,0.0441,0.298,0.2458,CRITICAL,4.404811859130859,4.470728874206543,0.49984273314476013,0.4998435974121094,0.0,7183,7716,0.2716,0.2529
cicids2017,C&W L2  c=1.0,soar,0.9844,0.7519,0.2325,0.4727,0.9842,0.7136,0.9554,0.4827,0.0034,0.0789,1.0,0.917,1.0,0.5367,0.2706,0.083,0.2703,0.2325,CRITICAL,4.402217864990234,4.468094825744629,0.4995484948158264,0.49954986572265625,0.0,6899,7192,0.2532,0.2429
cicids2017,C&W L2  c=2.0,ingestion,0.9557,0.7133,0.2424,0.5137,0.9424,0.6804,0.8983,0.3846,0.0053,0.0443,1.0,0.96,1.0,0.4374,0.262,0.04,0.2932,0.2424,CRITICAL,4.403669357299805,4.469569206237793,0.49971330165863037,0.4997138977050781,0.0,7126,7689,0.2707,0.2509
cicids2017,C&W L2  c=2.0,triage,0.9999,0.7621,0.2378,0.4167,0.9999,0.7427,0.9998,0.5831,0.0,0.081,1.0,0.9198,1.0,0.6002,0.2572,0.0802,0.2668,0.2378,CRITICAL,4.400489330291748,4.466341972351074,0.49935245513916016,0.4993528425693512,0.0,6757,6757,0.2379,0.2379
cicids2017,C&W L2  c=2.0,detection,0.9997,0.6852,0.3145,0.7469,0.9997,0.6916,0.9993,0.2524,0.0,0.0343,1.0,0.9595,1.0,0.3352,0.3081,0.0405,0.2958,0.3145,CRITICAL,4.4061970710754395,4.472133636474609,0.5,0.5000004768371582,0.0,8933,8939,0.3147,0.3145
cicids2017,C&W L2  c=2.0,siem,0.9558,0.71,0.2458,0.5249,0.9427,0.6776,0.8987,0.3738,0.0053,0.0438,1.0,0.9559,1.0,0.4312,0.2651,0.0441,0.298,0.2458,CRITICAL,4.404811859130859,4.470728874206543,0.49984273314476013,0.4998435974121094,0.0,7183,7716,0.2716,0.2529
cicids2017,C&W L2  c=2.0,soar,0.9844,0.7519,0.2325,0.4727,0.9842,0.7136,0.9554,0.4827,0.0034,0.0789,1.0,0.917,1.0,0.5367,0.2706,0.083,0.2703,0.2325,CRITICAL,4.402217864990234,4.468094825744629,0.4995484948158264,0.49954986572265625,0.0,6899,7192,0.2532,0.2429
cicids2017,DeepFool os=0.02,ingestion,0.9557,0.9254,0.0303,0.0605,0.9424,0.9176,0.8983,0.8378,0.0053,0.0098,1.0,0.9989,1.0,0.9616,0.0248,0.0011,0.0442,0.0303,HIGH,0.2436344176530838,1.0187219381332397,0.1344381421804428,0.7228668928146362,0.6353,1039,1376,0.0484,0.0366
cicids2017,DeepFool os=0.02,triage,0.9999,0.971,0.0289,0.0554,0.9999,0.9705,0.9998,0.9444,0.0,0.0105,1.0,0.9992,1.0,0.9914,0.0294,0.0008,0.0291,0.0289,MEDIUM,0.24345846474170685,1.0179864168167114,0.1343410760164261,0.7223448753356934,0.6353,821,821,0.0289,0.0289
cicids2017,DeepFool os=0.02,detection,0.9997,0.7619,0.2378,0.6387,0.9997,0.7526,0.9993,0.3606,0.0,0.0248,1.0,0.9826,1.0,0.4788,0.2471,0.0174,0.2327,0.2378,CRITICAL,0.24377423524856567,1.0193066596984863,0.13451530039310455,0.723281741142273,0.6352,6754,6755,0.2378,0.2378
cicids2017,DeepFool os=0.02,siem,0.9558,0.9215,0.0343,0.0662,0.9427,0.9149,0.8987,0.8325,0.0053,0.0105,1.0,0.9988,1.0,0.9582,0.0278,0.0012,0.0468,0.0343,HIGH,0.24369756877422333,1.0189862251281738,0.1344730108976364,0.7230542898178101,0.6352,1201,1570,0.0553,0.0423
cicids2017,DeepFool os=0.02,soar,0.9844,0.9505,0.0339,0.0705,0.9842,0.9495,0.9554,0.8849,0.0034,0.015,1.0,0.9992,1.0,0.9856,0.0347,0.0008,0.0356,0.0339,HIGH,0.24355411529541016,1.0183863639831543,0.1343938261270523,0.7226285934448242,0.6353,1051,1138,0.0401,0.037
cicids2017,DeepFool os=0.05,ingestion,0.9557,0.9252,0.0305,0.0606,0.9424,0.9175,0.8983,0.8377,0.0053,0.0098,1.0,0.9989,1.0,0.9609,0.0249,0.0011,0.0444,0.0305,HIGH,0.2504710853099823,1.0487384796142578,0.13830071687698364,0.7381812930107117,0.6349,1050,1389,0.0489,0.037
cicids2017,DeepFool os=0.05,triage,0.9999,0.9706,0.0293,0.0562,0.9999,0.97,0.9998,0.9436,0.0,0.0107,1.0,0.9991,1.0,0.9911,0.0299,0.0009,0.0296,0.0293,MEDIUM,0.250290185213089,1.0479810237884521,0.13820084929466248,0.7376482486724854,0.6349,834,834,0.0294,0.0294
cicids2017,DeepFool os=0.05,detection,0.9997,0.7607,0.239,0.6416,0.9997,0.7517,0.9993,0.3577,0.0,0.025,1.0,0.9819,1.0,0.4747,0.248,0.0181,0.2337,0.239,CRITICAL,0.25061482191085815,1.0493403673171997,0.13838008046150208,0.7386049628257751,0.6349,6790,6791,0.2391,0.239
cicids2017,DeepFool os=0.05,siem,0.9558,0.9211,0.0347,0.0665,0.9427,0.9146,0.8987,0.8322,0.0053,0.0105,1.0,0.9987,1.0,0.9578,0.0281,0.0013,0.0471,0.0347,HIGH,0.2505359947681427,1.0490103960037231,0.13833656907081604,0.7383726835250854,0.6349,1209,1579,0.0556,0.0426
cicids2017,DeepFool os=0.05,soar,0.9844,0.9496,0.0348,0.0715,0.9842,0.9486,0.9554,0.8839,0.0034,0.0155,1.0,0.9991,1.0,0.985,0.0356,0.0009,0.0365,0.0348,HIGH,0.250388503074646,1.0483927726745605,0.13825513422489166,0.7379379272460938,0.6349,1077,1164,0.041,0.0379
cicids2017,FEAT-zero,ingestion,0.9557,0.5853,0.3704,0.5236,0.9424,0.575,0.8983,0.3747,0.0053,0.0638,1.0,0.8699,1.0,0.3949,0.3674,0.1301,0.3342,0.3704,CRITICAL,4.020068645477295,73.91828155517578,2.0937681198120117,73.49918365478516,0.0,10673,11865,0.4177,0.3757
cicids2017,FEAT-zero,triage,0.9999,0.6413,0.3586,0.5033,0.9999,0.6271,0.9998,0.4965,0.0,0.1326,1.0,0.8277,1.0,0.4798,0.3728,0.1723,0.377,0.3586,CRITICAL,4.017165660858154,73.86490631103516,2.0922560691833496,73.44611358642578,0.0,10189,10190,0.3587,0.3587
cicids2017,FEAT-zero,detection,0.9997,0.6936,0.3061,0.6979,0.9997,0.6334,0.9993,0.3014,0.0,0.0404,1.0,0.9422,1.0,0.3756,0.3663,0.0578,0.3114,0.3061,CRITICAL,4.02237606048584,73.96070098876953,2.0949695110321045,73.54136657714844,0.0,8695,8702,0.3063,0.3061
cicids2017,FEAT-zero,siem,0.9558,0.58,0.3758,0.538,0.9427,0.5674,0.8987,0.3607,0.0053,0.0639,1.0,0.867,1.0,0.3878,0.3753,0.133,0.3487,0.3758,CRITICAL,4.021111011505127,73.93744659423828,2.094310760498047,73.51824188232422,0.0,10874,12089,0.4256,0.3828
cicids2017,FEAT-zero,soar,0.9844,0.6193,0.3651,0.4855,0.9842,0.5966,0.9554,0.4699,0.0034,0.1263,1.0,0.7921,1.0,0.5418,0.3876,0.2079,0.4108,0.3651,CRITICAL,4.01874303817749,73.8939208984375,2.0930778980255127,73.47496032714844,0.0,10663,11010,0.3876,0.3754
cicids2017,FEAT-scale,ingestion,0.9557,0.5988,0.3569,0.5116,0.9424,0.5864,0.8983,0.3867,0.0053,0.062,1.0,0.8804,1.0,0.4168,0.356,0.1196,0.3211,0.3569,CRITICAL,3.8190653324127197,70.22235870361328,1.9890797138214111,69.82422637939453,0.0,10295,11481,0.4042,0.3624
cicids2017,FEAT-scale,triage,0.9999,0.6561,0.3438,0.4906,0.9999,0.6395,0.9998,0.5092,0.0,0.1278,1.0,0.8372,1.0,0.4924,0.3604,0.1628,0.3674,0.3438,CRITICAL,3.816307306289673,70.1716537475586,1.9876433610916138,69.7738037109375,0.0,9768,9769,0.3439,0.3439
cicids2017,FEAT-scale,detection,0.9997,0.7274,0.2723,0.6522,0.9997,0.6753,0.9993,0.3471,0.0,0.0342,1.0,0.9614,1.0,0.4568,0.3244,0.0386,0.2651,0.2723,CRITICAL,3.8212568759918213,70.26266479492188,1.9902211427688599,69.86429595947266,0.0,7735,7742,0.2725,0.2723
cicids2017,FEAT-scale,siem,0.9558,0.5945,0.3613,0.525,0.9427,0.5797,0.8987,0.3737,0.0053,0.0619,1.0,0.8778,1.0,0.4113,0.363,0.1222,0.3287,0.3613,CRITICAL,3.8200552463531494,70.24057006835938,1.9895952939987183,69.84232330322266,0.0,10468,11678,0.4111,0.3685
cicids2017,FEAT-scale,soar,0.9844,0.6318,0.3526,0.4772,0.9842,0.6071,0.9554,0.4782,0.0034,0.1234,1.0,0.8046,1.0,0.5578,0.3771,0.1954,0.4021,0.3526,CRITICAL,3.8178062438964844,70.19921112060547,1.9884238243103027,69.80120849609375,0.0,10307,10653,0.375,0.3628
cicids2017,FEAT-noise,ingestion,0.9557,0.7552,0.2005,0.348,0.9424,0.7513,0.8983,0.5503,0.0053,0.0354,1.0,0.9649,1.0,0.6125,0.1911,0.0351,0.2086,0.2005,CRITICAL,4.4112372398376465,7.494287967681885,2.163586378097534,4.711284160614014,0.0,6002,6757,0.2379,0.2113
cicids2017,FEAT-noise,triage,0.9999,0.7539,0.246,0.378,0.9999,0.7494,0.9998,0.6218,0.0,0.0875,1.0,0.9413,1.0,0.6855,0.2505,0.0587,0.2515,0.246,CRITICAL,4.40805196762085,7.488875389099121,2.1620240211486816,4.707881927490234,0.0,6989,6990,0.2461,0.246
cicids2017,FEAT-noise,detection,0.9997,0.824,0.1757,0.4394,0.9997,0.8224,0.9993,0.5599,0.0,0.0186,1.0,0.9805,1.0,0.5428,0.1773,0.0195,0.1709,0.1757,CRITICAL,4.413768768310547,7.4985880851745605,2.164828062057495,4.713987827301025,0.0,4998,5006,0.1762,0.1759
cicids2017,FEAT-noise,siem,0.9558,0.7488,0.207,0.3546,0.9427,0.7437,0.8987,0.5441,0.0053,0.0366,1.0,0.9629,1.0,0.6123,0.199,0.0371,0.2121,0.207,CRITICAL,4.412380695343018,7.496229648590088,2.16414737701416,4.712505340576172,0.0,6225,6945,0.2445,0.2191
cicids2017,FEAT-noise,soar,0.9844,0.7463,0.2381,0.3951,0.9842,0.7229,0.9554,0.5603,0.0034,0.0866,1.0,0.9322,1.0,0.7167,0.2613,0.0678,0.2388,0.2381,CRITICAL,4.409782886505127,7.491816520690918,2.1628732681274414,4.709731101989746,0.0,6992,7254,0.2554,0.2461
cicids2017,FEAT-swap,ingestion,0.9557,0.7244,0.2313,0.3696,0.9424,0.7025,0.8983,0.5287,0.0053,0.0432,1.0,0.957,1.0,0.6474,0.2399,0.043,0.2202,0.2313,CRITICAL,6.185340404510498,104.69114685058594,2.4888248443603516,73.49918365478516,0.0,6856,7638,0.2689,0.2413
cicids2017,FEAT-swap,triage,0.9999,0.7289,0.271,0.4037,0.9999,0.7165,0.9998,0.5961,0.0,0.1004,1.0,0.9223,1.0,0.6509,0.2834,0.0777,0.2814,0.271,CRITICAL,6.180874347686768,104.61555480957031,2.487027883529663,73.44611358642578,0.0,7701,7702,0.2711,0.2711
cicids2017,FEAT-swap,detection,0.9997,0.6484,0.3513,0.6781,0.9997,0.6147,0.9993,0.3212,0.0,0.0443,1.0,0.9455,1.0,0.3686,0.385,0.0545,0.3391,0.3513,CRITICAL,6.18889045715332,104.75122833251953,2.490253210067749,73.54136657714844,0.0,9982,9990,0.3517,0.3514
cicids2017,FEAT-swap,siem,0.9558,0.7183,0.2375,0.3693,0.9427,0.6955,0.8987,0.5294,0.0053,0.0441,1.0,0.9549,1.0,0.6461,0.2472,0.0451,0.2198,0.2375,CRITICAL,6.186944484710693,104.7182846069336,2.4894700050354004,73.51824188232422,0.0,7065,7839,0.276,0.2487
cicids2017,FEAT-swap,soar,0.9844,0.7051,0.2793,0.4017,0.9842,0.6764,0.9554,0.5537,0.0034,0.1019,1.0,0.9003,1.0,0.6956,0.3078,0.0997,0.3333,0.2793,CRITICAL,6.1833014488220215,104.65663146972656,2.488004684448242,73.47496032714844,0.0,8243,8551,0.301,0.2902
cicids2017,FEAT-invert,ingestion,0.9557,0.3152,0.6405,0.6998,0.9424,0.3526,0.8983,0.1985,0.0053,0.0989,1.0,0.7125,1.0,0.2129,0.5898,0.2875,0.5445,0.6405,CRITICAL,8.04013729095459,147.83656311035156,4.187536239624023,146.9983673095703,0.0,18248,19354,0.6813,0.6424
cicids2017,FEAT-invert,triage,0.9999,0.5247,0.4752,0.5748,0.9999,0.5334,0.9998,0.425,0.0,0.184,1.0,0.686,1.0,0.4329,0.4665,0.314,0.4383,0.4752,CRITICAL,8.034331321716309,147.7298126220703,4.184512615203857,146.89222717285156,0.0,13500,13501,0.4753,0.4752
cicids2017,FEAT-invert,detection,0.9997,0.1207,0.879,0.924,0.9997,0.1365,0.9993,0.0753,0.0,0.1064,1.0,0.493,1.0,0.0956,0.8632,0.507,0.7375,0.879,CRITICAL,8.044751167297363,147.92140197753906,4.189939498901367,147.08273315429688,0.0,24969,24977,0.8793,0.879
cicids2017,FEAT-invert,siem,0.9558,0.2976,0.6582,0.7184,0.9427,0.339,0.8987,0.1803,0.0053,0.1001,1.0,0.7077,1.0,0.2113,0.6037,0.2923,0.5488,0.6582,CRITICAL,8.042222023010254,147.87489318847656,4.188621997833252,147.03648376464844,0.0,18761,19869,0.6994,0.6604
cicids2017,FEAT-invert,soar,0.9844,0.4398,0.5446,0.6623,0.9842,0.4277,0.9554,0.2931,0.0034,0.1877,1.0,0.6221,1.0,0.3327,0.5565,0.3779,0.5693,0.5446,CRITICAL,8.03748607635498,147.787841796875,4.186156272888184,146.94992065429688,0.0,15671,16080,0.5661,0.5517
cicids2017,POISON-mimicry,ingestion,0.9557,0.1274,0.8283,0.7174,0.9424,0.1823,0.8983,0.1809,0.0053,0.1022,1.0,0.6375,1.0,0.2273,0.7601,0.3625,0.2816,0.8283,CRITICAL,15.129441261291504,75.70915985107422,3.3737926483154297,73.57096862792969,0.0388,23558,24775,0.8721,0.8293
cicids2017,POISON-mimicry,triage,0.9999,0.2966,0.7033,0.6737,0.9999,0.2866,0.9998,0.3261,0.0,0.21,1.0,0.6936,1.0,0.3635,0.7133,0.3064,0.3854,0.7033,CRITICAL,15.118515968322754,75.65449523925781,3.371356248855591,73.51783752441406,0.0388,19979,19981,0.7034,0.7033
cicids2017,POISON-mimicry,detection,0.9997,0.0415,0.9582,0.8813,0.9997,0.0039,0.9993,0.118,0.0,0.0993,1.0,0.5376,1.0,0.1954,0.9958,0.4624,0.9976,0.9582,CRITICAL,15.138123512268066,75.75260925292969,3.3757286071777344,73.61318969726562,0.0388,27220,27225,0.9584,0.9582
cicids2017,POISON-mimicry,siem,0.9558,0.1239,0.8319,0.7254,0.9427,0.1783,0.8987,0.1733,0.0053,0.1025,1.0,0.6865,1.0,0.2319,0.7644,0.3135,0.284,0.8319,CRITICAL,15.133362770080566,75.72879791259766,3.374667167663574,73.59004211425781,0.0388,23673,24866,0.8753,0.8334
cicids2017,POISON-mimicry,soar,0.9844,0.3658,0.6186,0.6057,0.9842,0.4284,0.9554,0.3497,0.0034,0.138,1.0,0.7791,1.0,0.4066,0.5558,0.2209,0.1759,0.6186,CRITICAL,15.1244535446167,75.68419647216797,3.372680425643921,73.54671478271484,0.0388,17855,18135,0.6384,0.6285
cicids2017,POISON-boundary,ingestion,0.9557,0.8472,0.1085,0.2517,0.9424,0.8391,0.8983,0.6466,0.0053,0.0185,1.0,0.991,1.0,0.7383,0.1033,0.009,0.1133,0.1085,CRITICAL,2.537307024002075,2.681741952896118,0.2882072925567627,0.29983097314834595,0.0388,3271,4251,0.1496,0.1151
cicids2017,POISON-boundary,triage,0.9999,0.8457,0.1542,0.2683,0.9999,0.8419,0.9998,0.7315,0.0,0.045,1.0,0.9705,1.0,0.7529,0.158,0.0295,0.1576,0.1542,CRITICAL,2.535475492477417,2.6798059940338135,0.2879992127418518,0.29961448907852173,0.0388,4381,4381,0.1542,0.1542
cicids2017,POISON-boundary,detection,0.9997,0.8375,0.1622,0.3438,0.9997,0.8246,0.9993,0.6555,0.0,0.0172,1.0,0.9876,1.0,0.6968,0.1751,0.0124,0.1787,0.1622,CRITICAL,2.538763999938965,2.683281898498535,0.2883727252483368,0.3000030517578125,0.0388,4610,4615,0.1625,0.1623
cicids2017,POISON-boundary,siem,0.9558,0.8461,0.1097,0.2528,0.9427,0.8384,0.8987,0.6459,0.0053,0.0185,1.0,0.9913,1.0,0.7343,0.1043,0.0087,0.1191,0.1097,CRITICAL,2.537965774536133,2.6824378967285156,0.28828203678131104,0.29990869760513306,0.0388,3294,4243,0.1494,0.116
cicids2017,POISON-boundary,soar,0.9844,0.8908,0.0936,0.1677,0.9842,0.8955,0.9554,0.7877,0.0034,0.0247,1.0,0.9854,1.0,0.8403,0.0887,0.0146,0.0812,0.0936,HIGH,2.5364720821380615,2.680858850479126,0.2881123125553131,0.29973214864730835,0.0388,2964,3269,0.1151,0.1043
cicids2017,POISON-grad-mim,ingestion,0.9557,0.154,0.8017,0.6781,0.9424,0.213,0.8983,0.2202,0.0053,0.0997,1.0,0.6945,1.0,0.2365,0.7294,0.3055,0.3,0.8017,CRITICAL,14.375417709350586,75.67655181884766,3.2929728031158447,73.72090148925781,0.0388,22836,24057,0.8469,0.8039
cicids2017,POISON-grad-mim,triage,0.9999,0.3121,0.6878,0.6594,0.9999,0.3148,0.9998,0.3404,0.0,0.205,1.0,0.7168,1.0,0.3752,0.6851,0.2832,0.37,0.6878,CRITICAL,14.36503791809082,75.62190246582031,3.2905948162078857,73.66766357421875,0.0388,19539,19541,0.6879,0.6878
cicids2017,POISON-grad-mim,detection,0.9997,0.0541,0.9456,0.7997,0.9997,0.0071,0.9993,0.1996,0.0,0.0971,1.0,0.7396,1.0,0.2922,0.9926,0.2604,0.9958,0.9456,CRITICAL,14.383668899536133,75.71998596191406,3.294862985610962,73.7632064819336,0.0388,26861,26866,0.9458,0.9456
cicids2017,POISON-grad-mim,siem,0.9558,0.1513,0.8045,0.6761,0.9427,0.2092,0.8987,0.2226,0.0053,0.0999,1.0,0.7189,1.0,0.2456,0.7335,0.2811,0.3058,0.8045,CRITICAL,14.379144668579102,75.6961669921875,3.2938263416290283,73.7400131225586,0.0388,22915,24112,0.8488,0.8067
cicids2017,POISON-grad-mim,soar,0.9844,0.3781,0.6063,0.5918,0.9842,0.4422,0.9554,0.3636,0.0034,0.1353,1.0,0.7837,1.0,0.4443,0.542,0.2163,0.1791,0.6063,CRITICAL,14.370678901672363,75.65160369873047,3.2918872833251953,73.69659423828125,0.0388,17491,17757,0.6251,0.6157
cicids2017,TRANSFER ε=0.20,ingestion,0.9557,0.9546,0.0011,0.0039,0.9424,0.9525,0.8983,0.8944,0.0053,0.0054,1.0,0.9994,1.0,0.9871,-0.0101,0.0006,0.0118,0.0011,LOW,1.1372828483581543,1.3240268230438232,0.19988536834716797,0.19988632202148438,0.0,1028,2024,0.0713,0.0362
cicids2017,TRANSFER ε=0.20,triage,0.9999,0.9882,0.0117,0.0245,0.9999,0.9882,0.9998,0.9753,0.0,0.0035,1.0,0.9999,1.0,0.9991,0.0117,0.0001,0.011,0.0117,MEDIUM,1.136461615562439,1.323070764541626,0.19974097609519958,0.19974136352539062,0.0,334,336,0.0118,0.0118
cicids2017,TRANSFER ε=0.20,detection,0.9997,0.9565,0.0432,0.1449,0.9997,0.9532,0.9993,0.8544,0.0,0.0045,1.0,0.999,1.0,0.9248,0.0465,0.001,0.0404,0.0432,HIGH,1.1379355192184448,1.32478666305542,0.20000004768371582,0.20000004768371582,0.0,1231,1239,0.0436,0.0433
cicids2017,TRANSFER ε=0.20,siem,0.9558,0.9641,-0.0083,0.0,0.9427,0.9642,0.8987,0.924,0.0053,0.0043,1.0,0.9995,1.0,0.9891,-0.0215,0.0005,0.0054,-0.0083,LOW,1.1375776529312134,1.32437002658844,0.1999371349811554,0.1999378204345703,0.0,780,1796,0.0632,0.0275
cicids2017,TRANSFER ε=0.20,soar,0.9844,0.9645,0.0199,0.0517,0.9842,0.964,0.9554,0.9037,0.0034,0.0084,1.0,0.9998,1.0,0.9939,0.0202,0.0002,0.0192,0.0199,MEDIUM,1.136907935142517,1.3235902786254883,0.19981946051120758,0.19981956481933594,0.0,569,572,0.0201,0.02
cicids2017,CONSTRAINED ε=0.15,ingestion,0.9557,0.7771,0.1786,0.3362,0.9424,0.7318,0.8983,0.5621,0.0053,0.0365,1.0,0.9923,1.0,0.7785,0.2106,0.0077,0.1822,0.1786,CRITICAL,1.552453637123108,2.7538387775421143,0.8618609309196472,1.735996961593628,0.0,5223,5965,0.21,0.1839
cicids2017,CONSTRAINED ε=0.15,triage,0.9999,0.8763,0.1236,0.2317,0.9999,0.8603,0.9998,0.7681,0.0,0.0512,1.0,0.9877,1.0,0.8845,0.1396,0.0123,0.1335,0.1236,CRITICAL,1.551332712173462,2.7518503665924072,0.8612385392189026,1.7347432374954224,0.0,3512,3512,0.1236,0.1236
cicids2017,CONSTRAINED ε=0.15,detection,0.9997,0.6844,0.3153,0.6803,0.9997,0.6718,0.9993,0.319,0.0,0.0329,1.0,0.9721,1.0,0.4415,0.3279,0.0279,0.2588,0.3153,CRITICAL,1.5533446073532104,2.7554192543029785,0.8623555302619934,1.7369931936264038,0.0,8956,8965,0.3156,0.3153
cicids2017,CONSTRAINED ε=0.15,siem,0.9558,0.7763,0.1795,0.3202,0.9427,0.7301,0.8987,0.5785,0.0053,0.0369,1.0,0.9922,1.0,0.8043,0.2126,0.0078,0.2522,0.1795,CRITICAL,1.5528559684753418,2.7545526027679443,0.8620843887329102,1.7364469766616821,0.0,5295,6066,0.2135,0.1864
cicids2017,CONSTRAINED ε=0.15,soar,0.9844,0.8096,0.1748,0.3101,0.9842,0.7718,0.9554,0.6453,0.0034,0.0746,1.0,0.9662,1.0,0.8474,0.2124,0.0338,0.2379,0.1748,CRITICAL,1.5519418716430664,2.7529311180114746,0.8615767955780029,1.7354247570037842,0.0,5331,5694,0.2004,0.1877
cicids2017,CONSTRAINED ε=0.30,ingestion,0.9557,0.766,0.1897,0.3551,0.9424,0.7211,0.8983,0.5432,0.0053,0.0378,1.0,0.99,1.0,0.7339,0.2213,0.01,0.1902,0.1897,CRITICAL,1.6736444234848022,2.7973783016204834,0.8619012236595154,1.735996961593628,0.0,5530,6266,0.2206,0.1947
cicids2017,CONSTRAINED ε=0.30,triage,0.9999,0.8521,0.1478,0.2602,0.9999,0.8375,0.9998,0.7396,0.0,0.0584,1.0,0.982,1.0,0.8608,0.1624,0.018,0.1554,0.1478,CRITICAL,1.6724358797073364,2.795358419418335,0.861278772354126,1.7347432374954224,0.0,4198,4198,0.1478,0.1478
cicids2017,CONSTRAINED ε=0.30,detection,0.9997,0.6805,0.3192,0.6877,0.9997,0.6682,0.9993,0.3116,0.0,0.0334,1.0,0.9706,1.0,0.4359,0.3315,0.0294,0.2613,0.3192,CRITICAL,1.674604892730713,2.798983573913574,0.8623958230018616,1.7369931936264038,0.0,9068,9077,0.3195,0.3192
cicids2017,CONSTRAINED ε=0.30,siem,0.9558,0.7575,0.1983,0.3581,0.9427,0.7135,0.8987,0.5406,0.0053,0.039,1.0,0.9896,1.0,0.7517,0.2292,0.0104,0.2707,0.1983,CRITICAL,1.6740782260894775,2.7981035709381104,0.8621245622634888,1.7364469766616821,0.0,5810,6578,0.2316,0.2045
cicids2017,CONSTRAINED ε=0.30,soar,0.9844,0.7889,0.1955,0.3478,0.9842,0.7526,0.9554,0.6076,0.0034,0.0789,1.0,0.9564,1.0,0.8084,0.2316,0.0436,0.2602,0.1955,CRITICAL,1.6730928421020508,2.7964560985565186,0.8616170287132263,1.7354247570037842,0.0,5920,6285,0.2212,0.2084
cicids2017,AUTOATTACK ε=0.20,ingestion,0.9557,0.7674,0.1883,0.3922,0.9424,0.7461,0.8983,0.5061,0.0053,0.0304,1.0,0.9843,1.0,0.6377,0.1963,0.0157,0.2072,0.1883,CRITICAL,2.626138925552368,4.469569206237793,0.3007940351963043,0.6667330861091614,0.0,5579,6101,0.2148,0.1964
cicids2017,AUTOATTACK ε=0.20,triage,0.9999,0.8335,0.1664,0.3055,0.9999,0.8146,0.9998,0.6943,0.0,0.0526,1.0,0.9747,1.0,0.7839,0.1853,0.0253,0.185,0.1664,CRITICAL,2.6242425441741943,4.466341972351074,0.300576776266098,0.6662516593933105,0.0,4729,4731,0.1665,0.1665
cicids2017,AUTOATTACK ε=0.20,detection,0.9997,0.6752,0.3245,0.7659,0.9997,0.6816,0.9993,0.2334,0.0,0.0354,1.0,0.9537,1.0,0.3227,0.3181,0.0463,0.3071,0.3245,CRITICAL,2.627645969390869,4.472133636474609,0.30096662044525146,0.6671157479286194,0.0,9218,9224,0.3247,0.3245
cicids2017,AUTOATTACK ε=0.20,siem,0.9558,0.7704,0.1854,0.3763,0.9427,0.7517,0.8987,0.5224,0.0053,0.0299,1.0,0.9841,1.0,0.639,0.191,0.0159,0.1996,0.1854,CRITICAL,2.6268200874328613,4.470728874206543,0.30087199807167053,0.66690593957901,0.0,5488,6009,0.2115,0.1932
cicids2017,AUTOATTACK ε=0.20,soar,0.9844,0.8362,0.1482,0.3147,0.9842,0.8086,0.9554,0.6407,0.0034,0.0487,1.0,0.9759,1.0,0.7837,0.1756,0.0241,0.1634,0.1482,CRITICAL,2.625272512435913,4.468094825744629,0.30069488286972046,0.6665133237838745,0.0,4384,4557,0.1604,0.1543
